entity, label, occurrences
HPV, ORG, 64
first, ORDINAL, 64
Guinea, GPE, 28
California, GPE, 25
Donald Trump, PERSON, 21
one, CARDINAL, 19
U.S., GPE, 17
Africa, LOC, 17
Republican, NORP, 15
GOP, ORG, 15
CDC, ORG, 14
Vaccine, PERSON, 14
West Africa, GPE, 14
thousands, CARDINAL, 13
Friday, DATE, 13
Canadian, NORP, 13
today, DATE, 13
European, NORP, 12
CSL, ORG, 12
Ben Carson, PERSON, 11
100%, PERCENT, 11
Fox News, ORG, 11
CBS News, ORG, 11
year, DATE, 10
The Washington Post, ORG, 10
Ukraine, GPE, 10
Mexico, GPE, 10
Canada, GPE, 10
The New York Times, ORG, 9
Australian, NORP, 9
the World Health Organization, ORG, 9
Two, CARDINAL, 9
Australia, GPE, 9
Canadians, NORP, 8
World, ORG, 8
Tuesday, DATE, 7
Ottawa Public Health, ORG, 7
US, GPE, 7
Thursday, DATE, 7
Wednesday, DATE, 7
millions, CARDINAL, 7
this year, DATE, 7
Melbourne, GPE, 6
second, ORDINAL, 6
Planned Parenthood, ORG, 6
last year, DATE, 6
Flu Vaccine, PERSON, 6
Ottawa, GPE, 6
Americans, NORP, 6
ABC News, ORG, 6
annual, DATE, 6
four, CARDINAL, 6
Malaria, GPE, 6
The Boston Globe, ORG, 6
100 per cent, MONEY, 6
two, CARDINAL, 6
Carson, PERSON, 5
ITV News, ORG, 5
three, CARDINAL, 5
France, GPE, 5
last year's, DATE, 5
Johnson & Johnson, ORG, 5
more than 11,000, CARDINAL, 5
every year, DATE, 5
100 percent, PERCENT, 5
Gardasil, GPE, 5
Monday, DATE, 5
New Zealand, GPE, 5
season, DATE, 5
| CTV News, ORG, 5
GlaxoSmithKline, PERSON, 5
Rand Paul, PERSON, 4
UK, GPE, 4
England, GPE, 4
winter, DATE, 4
a year, DATE, 4
CBC News, ORG, 4
2013, DATE, 4
South Australia, LOC, 4
UN, ORG, 4
seven, CARDINAL, 4
USDA, ORG, 4
RSV, ORG, 4
MMR, ORG, 4
Disneyland, FAC, 4
5, CARDINAL, 4
five, CARDINAL, 4
The European Medicines Agency, ORG, 4
Asia, LOC, 4
British, NORP, 4
Syria, GPE, 4
EU, ORG, 4
India, GPE, 4
Mosquirix, PERSON, 4
London, GPE, 3
Chickenpox, ORG, 3
Florida, GPE, 3
Wales, GPE, 3
Texas, GPE, 3
Shots - Health News, ORG, 3
12, CARDINAL, 3
Charlie Sheen, PERSON, 3
Manitoba, GPE, 3
B.C., PERSON, 3
Queensland, GPE, 3
this week, DATE, 3
The U.S. Department of Agriculture, ORG, 3
Vaccines, ORG, 3
Sierra Leone, LOC, 3
2016, DATE, 3
The World Health Organization, ORG, 3
last night, TIME, 3
Mexican, NORP, 3
about 100 million, CARDINAL, 3
Latin America, LOC, 3
West Australian, NORP, 3
Merck, ORG, 3
Michael Leunig, PERSON, 3
8, CARDINAL, 3
House, ORG, 3
one year, DATE, 3
NPR, ORG, 3
at least one, CARDINAL, 3
American, NORP, 3
Japanese, NORP, 3
years, DATE, 3
Toronto, GPE, 3
African, NORP, 3
New York, GPE, 3
Sierra Leone, ORG, 3
ISIS, ORG, 3
Britain, GPE, 3
Pauline Cafferkey, PERSON, 3
Syrian, NORP, 3
Spanish, NORP, 3
CNN, ORG, 3
the European Medicines Agency, ORG, 3
Bill Gates, PERSON, 3
The Globe and Mail, ORG, 3
decades, DATE, 3
Senate, ORG, 3
Ottawa, ORG, 3
second-quarter, DATE, 2
next year, DATE, 2
FBI, ORG, 2
Trump, PERSON, 2
May 1, DATE, 2
Troll Dolls, PERSON, 2
five years, DATE, 2
Fifth, ORDINAL, 2
earlier this month, DATE, 2
2005, DATE, 2
full-year, DATE, 2
Liberia, GPE, 2
Hundreds, CARDINAL, 2
the new year, DATE, 2
Federal Government, ORG, 2
Pakistani, NORP, 2
David Leyonhjelm, PERSON, 2
Parliament, ORG, 2
Last year’s, DATE, 2
more than one, CARDINAL, 2
Clinton, PERSON, 2
Atlantic, LOC, 2
2015, DATE, 2
Manny, PERSON, 2
WHO, ORG, 2
1, CARDINAL, 2
Republicans, NORP, 2
Brisbane, PERSON, 2
Ontario, GPE, 2
Novartis, ORG, 2
Lancet, ORG, 2
Science &, ORG, 2
Renmark, PERSON, 2
Fiorina, ORG, 2
BBC News, ORG, 2
West African, NORP, 2
40,000, CARDINAL, 2
89%, PERCENT, 2
two-year-olds, DATE, 2
Health Canada, ORG, 2
McGregor, PERSON, 2
Bill Posey, PERSON, 2
Congress, ORG, 2
Kenya, GPE, 2
Statistics Canada, ORG, 2
eight, CARDINAL, 2
this winter, DATE, 2
Sunday, DATE, 2
B.C., GPE, 2
9, CARDINAL, 2
Catholic, NORP, 2
Gardasil, PERSON, 2
a year ago, DATE, 2
Rhode Island, GPE, 2
nearly two-thirds, CARDINAL, 2
Hillary Clinton Arranged Meeting, PERSON, 2
Qld, PERSON, 2
CBS News Experts, ORG, 2
State, ORG, 2
the World Health Organization (WHO, ORG, 2
GSK, ORG, 2
Russian, NORP, 2
Orthodox, NORP, 2
The Post, ORG, 2
Five, CARDINAL, 2
National Microbiology Laboratory, ORG, 2
Eighty, CARDINAL, 2
Thousands, CARDINAL, 2
