entity, label, count
Coronation Street, FAC, 1262
Coronation Street's, FAC, 312
ITV, ORG, 211
Coronation Street's, ORG, 152
| TV & Radio, ORG, 124
first, ORDINAL, 114
Weatherfield, ORG, 100
London, GPE, 97
Kym Marsh, PERSON, 97
Jean Alexander, PERSON, 94
US, GPE, 91
Coronation Street, ORG, 89
13, MONEY, 89
Coronation Street, LOC, 79
Catherine Tyldesley, PERSON, 79
Kylie Platt, PERSON, 76
David Platt, PERSON, 76
Friday, DATE, 74
Michelle Keegan, PERSON, 74
two, CARDINAL, 69
Ryan Thomas, PERSON, 68
Christmas, DATE, 65
tonight, TIME, 64
Coronation Street’s, ORG, 62
UK, GPE, 60
Marc Anwar, PERSON, 57
one, CARDINAL, 56
Daily Mail, ORG, 54
Paula Lane, PERSON, 53
Helen Flanagan, PERSON, 52
night, TIME, 51
Corrie, PERSON, 51
Hilda Ogden, PERSON, 50
Jane Danson, PERSON, 50
Pat Phelan, PERSON, 49
Maria Connor, PERSON, 46
Steve McDonald, PERSON, 46
Soaps, News, ORG, 45
Georgia May Foote, ORG, 43
Wednesday, DATE, 43
Beverley Callard, PERSON, 42
Monday, DATE, 41
British, NORP, 39
Maria, PERSON, 39
today, DATE, 37
Kylie, PERSON, 37
Twitter, PRODUCT, 36
six, CARDINAL, 36
Gossip & More, ORG, 36
Leanne Battersby, PERSON, 36
Michelle, PERSON, 36
Brooke Vincent, PERSON, 36
Tracy Brabin, PERSON, 36
Steve, PERSON, 35
Phelan, PERSON, 35
Rosie Webster, PERSON, 34
Daily Express, ORG, 34
Brussels, GPE, 34
Shayne Ward, PERSON, 33
Tony Warren, PERSON, 33
Michelle Connor, PERSON, 33
Anna Windass, PERSON, 32
Daily Star, PERSON, 31
Carla Connor, PERSON, 31
Toyah Battersby, PERSON, 30
Alison King, PERSON, 30
Alan Halsall, PERSON, 30
Ken Barlow, PERSON, 29
Thursday, DATE, 29
Coronation Street’s, FAC, 29
Leanne, ORG, 28
Simon Gregson, PERSON, 28
three, CARDINAL, 28
Coronation, NORP, 28
Britain, GPE, 28
Jo Cox, PERSON, 28
Peter Barlow, PERSON, 27
Lucy Fallon, PERSON, 27
White House, ORG, 27
Carla, PERSON, 27
Nick Tilsley, PERSON, 27
Corona, GPE, 26
Samia Ghadie, PERSON, 26
Michael Rodwell, PERSON, 26
ITV News, ORG, 25
Todd Grimshaw, PERSON, 25
next week, DATE, 24
Guardian, ORG, 24
BBC, ORG, 24
Saturday, DATE, 24
Lucy-Jo Hudson, PERSON, 24
Caz Hammond, PERSON, 23
Ofcom, ORG, 23
four, CARDINAL, 23
Sarah Platt, PERSON, 23
Kate, PERSON, 23
Theresa, GPE, 23
Jason Grimshaw, PERSON, 23
Sunday, DATE, 22
90th, ORDINAL, 22
Aidan Connor, PERSON, 22
five, CARDINAL, 21
second, ORDINAL, 21
yesterday, DATE, 21
May, DATE, 21
Kylie Platt's, PERSON, 20
CORONATION, NORP, 20
Weatherfield, GPE, 20
Ken, PERSON, 20
Jack P Shepherd, ORG, 20
