entity, label, count
Ireland, GPE, 416
AstraZeneca, ORG, 389
EU, ORG, 350
first, ORDINAL, 218
UK, GPE, 171
US, GPE, 120
today, DATE, 99
Pfizer, PERSON, 79
Oxford, ORG, 76
Irish, NORP, 63
Europe, LOC, 63
HSE, ORG, 62
Vaccine, PERSON, 56
Covid, NORP, 54
this week, DATE, 54
Dublin, GPE, 49
second, ORDINAL, 49
EMA, ORG, 48
one, CARDINAL, 44
Northern Ireland, GPE, 43
Stephen Donnelly, PERSON, 42
next week, DATE, 42
Boris Johnson, PERSON, 40
European, NORP, 40
Germany, GPE, 37
two, CARDINAL, 37
Britain, GPE, 37
Paul Reid, PERSON, 35
Beacon Hospital, ORG, 34
Taoiseach, ORG, 34
State, ORG, 33
Moderna, GPE, 32
Biden, PERSON, 32
TheJournal.ie - Breaking Irish and International News, WORK_OF_ART, 32
Johnson & Johnson, ORG, 31
Johnson, PERSON, 31
British, NORP, 28
Covid, PERSON, 27
yesterday, DATE, 27
France, GPE, 26
Taoiseach, PERSON, 25
April, DATE, 25
last week, DATE, 24
German, NORP, 24
The Irish Times, ORG, 23
third, ORDINAL, 23
Explainer, PERSON, 23
Moderna, PERSON, 21
Joe Biden, PERSON, 21
Friday, DATE, 20
February, DATE, 20
Israel, GPE, 20
First, ORDINAL, 20
100,000, CARDINAL, 20
Leo Varadkar, PERSON, 20
Monday, DATE, 19
summer, DATE, 19
March, DATE, 19
September, DATE, 19
three, CARDINAL, 18
the European Union, ORG, 17
the Beacon Hospital, ORG, 17
Health, ORG, 17
Russia, GPE, 17
Brexit, PERSON, 16
Italy, GPE, 16
tomorrow, DATE, 15
North, LOC, 15
70, DATE, 14
European Medicines Agency, ORG, 13
this year, DATE, 13
Galway, GPE, 13
NIAC, ORG, 13
2021, DATE, 13
thousands, CARDINAL, 13
South Africa, GPE, 13
this summer, DATE, 13
last night, TIME, 12
Martin, ORG, 12
IRELAND, PERSON, 12
England, GPE, 12
Thursday, DATE, 12
South African, NORP, 12
five, CARDINAL, 12
Australia, GPE, 12
Spain, GPE, 12
Covid, ORG, 12
June, DATE, 12
four, CARDINAL, 12
70s, DATE, 11
Cabinet, ORG, 11
Reuters, ORG, 11
Varadkar, ORG, 11
January, DATE, 11
One, CARDINAL, 11
Five, CARDINAL, 11
Micheál Martin, PERSON, 11
Arlene Foster, PERSON, 11
Russian, NORP, 11
Sunday, DATE, 11
Brazil, GPE, 10
the European Medicines Agency, ORG, 10
European Commission, ORG, 10
Leyen, GPE, 10
Two, CARDINAL, 10
The European Medicines Agency, ORG, 10
37, CARDINAL, 10
Q&A, ORG, 10
Oireachtas, ORG, 10
85, DATE, 10
16, CARDINAL, 10
weeks, DATE, 10
Bray, ORG, 9
The European Commission, ORG, 9
French, NORP, 9
mid-February, DATE, 9
Denmark, GPE, 9
GAA, ORG, 9
at least one, CARDINAL, 9
daily, DATE, 9
this evening, TIME, 9
NPHET, ORG, 9
5, CARDINAL, 9
Astrazeneca, NORP, 9
half, CARDINAL, 9
Greece, GPE, 9
Sputnik, ORG, 9
next month, DATE, 8
